tieu_de,gia_raw,dientich_raw,vitri_raw,link,listing_id
"Cam kết giá thật ảnh thật 100% - 26 triệu TL, 2PN 2WC full nội thất cao cấp, đầy giỏ hàng 2PN",26 triệu/tháng,90 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/cam-ket-gia-that-anh-that-100-26-trieu-tl-2pn-2wc-full-noi-that-cao-cap-day-gio-hang-2pn-pr43977545,43977545
"Cần cho thuê căn hộ 2PN chung cư Phú Mỹ Vạn Phát Hưng tầng trung, nhà đẹp, sạch sẽ và thoáng mát",14 triệu/tháng,"89,6 m²","Phú Mỹ, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-my-9-prj-chung-cu-phu-my/-c-2pn-van-phat-hung-tang-trung-nha-dep-sach-se-va-tang-mat-pr42686938,42686938
"Cam kết giá tốt nhất! Chuyên cho thuê CHCC Sunshine Sky City Q7, giá 12.5tr, 2PN, 2WC, NTCB, 75m2","12,5 triệu/tháng",75 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-phu-thuan-phuong-tan-phu-19-prj-sunshine-sky-city/cam-ket-gia-tot-nhat-chuyen-cho-chcc-q7-gia-12-5tr-2pn-2wc-ntcb-75m2-pr43945311,43945311
CHO THUÊ CĂN GÓC 3PN2WC DT 95M2 RỘNG NHẤT ECO GREEN Q7 - TẦNG CAO YÊN TĨNH - SẴN RÈM 17TR5/TH,"17,5 triệu/tháng","95,28 m²","Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/cho-goc-3pn2wc-dt-95m2-rong-nhat-q7-tang-cao-yen-tinh-san-rem-17tr5-th-pr43998676,43998676
"Cam kết giá tốt nhất! Cho thuê CHCC Sunrise City Q7. 2PN , có sân vườn. giá từ 20 triệu, bao PQL.",20 triệu/tháng,76 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city/cam-ket-gia-tot-nhat-cho-chcc-q7-2pn-gia-tu-20-trieu-bao-pql-lh-pr43944857,43944857
"Cho thuê căn hộ The Peak, 60 triệu, 126m2, 3PN, 2WC, view đẹp, nhận nhà ở ngay LH:0938 880 ***Nam",60 triệu/tháng,126 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-the-peak/c-60-trieu-126m2-3pn-2wc-view-dep-nhan-nha-o-ngay-lh-nam-pr43847178,43847178
"Căn hộ Riverpark Residence 3PN cho thuê gấp 57 triệu, 138m2 view công viên, full NT mới, Q7, HCM",57 triệu/tháng,138 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ha-huy-tap-phuong-tan-phong-9-prj-riverpark-residence/-3pn-c-gap-57-trieu-138m2-view-cong-vien-full-nt-moi-q7-hcm-pr43366580,43366580
"1PN đầy đủ nội thất - Kế trường RMIT, TDTU, Phú Mỹ Hưng - CH Lavida Plus - LH0772 605 ***gặp Phụng",15 triệu/tháng,55 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/1pn-day-du-noi-that-ke-truong-rmit-tdtu-phu-my-hung-ch-lh-gap-phung-pr43997105,43997105
"Chuyên cho thuê căn hộ 2PN tại Hưng Phúc (Happy Residence),nội thất cấp view siêu đẹp",33 triệu/tháng,110 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-chung-cu-hung-phuc/chuyen-c-2pn-tai-happy-residence-noi-that-cap-view-sieu-dep-pr44005462,44005462
"Chính chủ cho thuê Sky 89 Quận 7- View trực diện sông- 72m2, 2PN, 2C- Có máy lạnh, máy nước nóng.",13 triệu/tháng,72 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-sky-89/chinh-chu-cho-89-quan-7-view-truc-dien-song-72m2-2pn-2c-co-may-lanh-may-nuoc-nong-pr43970385,43970385
Cho Thuê Căn Hộ 2-3 PN đầy đủ nội thất và nội thất cơ bản tại EcoGreen,15 triệu/tháng,70 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/c-2-3-pn-day-du-noi-that-va-noi-that-co-ban-tai-ecogreen-pr43964885,43964885
"Quá rẻ - căn hộ Sky 89 Quận 7 - 2PN, 2WC - Full nội thất mới - có thể ở ngay - chỉ 14 triệu/tháng",14 triệu/tháng,65 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-sky-89/qua-re-89-quan-7-2pn-2wc-full-noi-that-moi-co-the-o-ngay-chi-14-trieu-thang-pr43880289,43880289
"Cho thuê officetel Lavida nội thất cơ bản, giá 7tr/ vào ở ngay",7 triệu/tháng,38 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-phong-9-prj-lavida-plus/-cho-gap-ot-28m-gia-tot-7-trieu-pr43378188,43378188
Thuê Hưng Phúc (Happy Residence) - Nhà đẹp cứng cáp thiết kế hiện đại lầu cao view biệt thự,25 triệu/tháng,80 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19/-hung-phuc-happy-residence-nha-dep-cung-cap-thiet-ke-hien-dai-lkaafu-cao-view-biet-thu-pr43978040,43978040
"Cho thuê căn hộ The Peak lầu cao view Sông, 65 triệu, 129m2, 3PN, 2WC, vFull nt đẹp nhận nhà ở ngay",65 triệu/tháng,129 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/c-the-peak-lau-cao-view-song-65-trieu-129m2-3pn-2wc-vfull-nt-dep-nhan-nha-o-ngay-pr43977576,43977576
"Qũy căn hộ chuyên cho thuê siêu hot Quận 7 Cardinal Court, nội thất đầy đủ giá tốt nhất thị trường",60 triệu/tháng,115 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-cardinal-court/quy-chuyen-c-sieu-t-quan-7-noi-that-day-du-gia-tot-nhat-thi-truong-pr44005299,44005299
"1 Căn duy nhất 114m2, 3PN, 2WC view sông tại Sky 89 Quận 7- Giá thuê chỉ 17,5 Triệu/ Tháng.","17,5 triệu/tháng",114 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-sky-89/1-duy-nhat-114m2-3pn-2wc-view-song-tai-89-quan-7-gia-chi-17-5-trieu-thang-pr43970048,43970048
"Hàng Hiếm- Sky 89 Quận 7- Nhà Mới 100%- 2PN, 2WC Full Nội Thất Thiết Kế Cao Cấp Như Hình.",18 triệu/tháng,69 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-sky-89/hang-hiem-89-quan-7-nha-moi-100-2pn-2wc-full-noi-that-thiet-ke-cao-cap-nhu-hinh-pr43969676,43969676
"CHO THUÊ CĂN HỘ 2PN+2VS LAVIDA PLUS NGUYỄN VĂN LINH, QUẬN 7",17 triệu/tháng,74 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/c-2pn-2vs-quan-7-pr44005209,44005209
"Cho thuê CC Eco Green Sài Gòn, 14,5 triệu, 60m2, 2PN, 2WC 15/10 Nhận nhà","14,5 triệu/tháng",60 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/cho-cc-14-5-trieu-60m2-2pn-2wc-15-10-nhan-nha-pr44005184,44005184
Cho thuê căn 3PN 2WC Q7 Saigonriverside Complex giá 12tr/th có nội thất. LH0905 705 ***,12 triệu/tháng,86 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/cho-3pn-2wc-saigonriverside-complex-gia-13tr-th-co-noi-that-lh-pr42375337,42375337
"Cần cho thuê gấp căn Hộ cao cấp Midtown M5, diện tích 135m2 căn góc giá 45 tr/th thương lượng.",45 triệu/tháng,135 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/-c-gap-cao-cap-m5-dien-tich-135m2-goc-gia-45-tr-th-thuong-luong-pr44005154,44005154
"Chuyên cho thuê ngắn hạn Midtown 1PN, 2PN, 3PN, Penthouse full nội thất giá tốt. LH0936 032 ***",Giá thỏa thuận,125 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/chuyen-cho-ngan-han-1pn-2pn-3pn-penthouse-full-noi-that-gia-tot-lh-pr44005092,44005092
"Cho thuê căn hộ Riverpark Premier, Phú Mỹ Hưng 3 phòng 141m2. Giá: 50 triệu/tháng, nhà đẹp mới 100%",50 triệu/tháng,141 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-riverpark-premier/cho-ch-phu-my-hung-3pn-gia-re-nhat-pr31661829,31661829
Cho thuê chung cư River Panorama 3PN 2WC - DT 90m2 - full nội thất - 18 triệu - mới lắp NT - ở liền,18 triệu/tháng,90 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-thuan-3-prj-river-panorama/cho-3pn-2wc-dt-90m-full-noi-that-18-trieu-moi-lap-nt-o-lien-pr43971509,43971509
"Cho thuê căn hộ Cosmo City - giá chỉ 18 triệu/tháng căn 85m² 2PN 2WC, đầy đủ tiện ích nội khu",18 triệu/tháng,85 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-thi-thap-phuong-tan-phu-19-prj-can-ho-cosmo-city/c-gia-chi-18-trieu-thang-85m-2pn-2wc-day-du-tien-ich-noi-khu-pr43581701,43581701
"Cho Thuê Căn Hộ Cosmo City, 85m²  2PN, Nội Thất Cơ Bản, Giá 18 Triệu/Tháng",18 triệu/tháng,85 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-thi-thap-phuong-tan-phu-19-prj-can-ho-cosmo-city/c-85m-2pn-noi-that-co-ban-gia-18-trieu-thang-pr43727017,43727017
"CĂN HỘ CHUNG CƯ PHÚ MỸ CHO THUÊ 90M2, 2PN _ FULL NỘI THẤT, GIÁ TỐT, KHU AN NINH DÂN TRÍ CAO.",16 triệu/tháng,90 m²,"Phú Mỹ, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-hoang-quoc-viet-phuong-phu-my-9-prj-chung-cu-phu-my/-c-90m2-2pn-full-noi-that-gia-tot-khu-an-ninh-dan-tri-cao-pr44004822,44004822
"Cho thuê gấp căn 2PN M-One Nam Sài Gòn gần Lotte Quận 7 DT 70m2, giá 13,5tr/tháng full NT","13,5 triệu/tháng",70 m²,"Tân Kiểng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-be-van-cam-phuong-tan-kieng-prj-m-one-nam-sai-gon/cho-gap-2pn-3pn-na-gan-lotte-quan-7-dt-682-gia-chi-13tr-thang-full-nt-pr39261561,39261561
"Cho thuê căn hộ M-One Nam Sài Gòn Q7, 3PN - 2WC - 17 triệu",17 triệu/tháng,88 m²,"Tân Kiểng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-be-van-cam-phuong-tan-kieng-prj-m-one-nam-sai-gon/c-na-q7-1-pn-8-trieu-2pn-12-trieu-3pn-15-trieu-pr40502280,40502280
"Căn Hộ 3PN, 2WC Nội Thất Cao Cấp, Chất Lượng, Nhà Đẹp, Tầng Cao Hotline :0906 233 ***Sunrise City",25 triệu/tháng,104 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/-3pn-2wc-noi-that-cao-cap-chat-luong-nha-dep-tang-cao-tline-city-pr43860140,43860140
"Căn Hộ Trung Tâm Q7, chỉ 10.5tr/Tháng, 39m2, ddnt, tầng cao, view thoáng mát Hotline :0906 233 ***","10,5 triệu/tháng",39 m²,"Tân Hưng, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-huu-tho-phuong-tan-hung-14-prj-sunrise-city-view/-trung-tam-q7-chi-10-5tr-thang-39m2-ddnt-tang-cao-tang-mat-tline-pr44004713,44004713
"Cho thuê căn hộ 80m2 tại Midtown Phú Mỹ Hưng, 25 triệu, 2PN, 2WC, đầy đủ tiện ích, nhà mới đẹp",25 triệu/tháng,80 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/c-80m2-tai-27-trieu-2pn-2wc-day-du-tien-ich-nha-moi-dep-pr43619973,43619973
"Cho thuê căn hộ Lavida Plus Q7, 2PN, full nội thất, giá 14 triệu/tháng","13,8 triệu/tháng",51 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-lavida-plus/c-q7-2pn-full-noi-that-gia-14-trieu-thang-pr44002112,44002112
Cho thuê căn hộ CHCC Viva 1PN+ full 9tr,9 triệu/tháng,57 m²,"Phú Mỹ, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-phu-my-9-prj-viva-plaza/c-chcc-1pn-full-9tr-pr43965781,43965781
"Cho thuê 2PN Luxgarden, nhà trống, 8 triệu. LH -0978 272 ***(Zalo)",8 triệu/tháng,68 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-quy-phuong-phu-thuan-3-prj-luxgarden/cho-2pn-q7-full-noi-that-tang-cao-co-san-vuon-lh-zalo-pr38859703,38859703
"Cho thuê 2PN, full nội thất, nhà mới, có thể ở liền. LH:0978 272 ***- có zalo",11 triệu/tháng,77 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-quy-phuong-phu-thuan-3-prj-luxgarden/cho-gia-re-2pn-gan-full-noi-that-9-trieu-lh-co-zalo-pr43154638,43154638
"Cho thuê 2PN LuxGarden, full đồ, có sẵn, giá thuê 10 triệu. LH:0978 272 ***- có zalo",10 triệu/tháng,68 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-quy-phuong-phu-thuan-3-prj-luxgarden/c-nhieu-q7-co-san-lh-co-zalo-pr43204260,43204260
"Cho thuê căn góc 2PN 84m2, Ehome 5 - Bridgeview Quận 7, như hình. LH:0978 272 ***- có zalo",14 triệu/tháng,84 m²,"Tân Thuận Đông, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-tran-trong-cung-phuong-tan-thuan-dong-1-prj-ehome-5-the-bridgeview/cho-2pn-ng-q7-nhu-hinh-co-san-lh-co-zalo-pr39626413,39626413
"Cho thuê căn hộ Midtown M8, Phú Mỹ Hưng, 2 Phòng ngủ, tầng cao, full nội thất cao cấp, có ô xe",30 triệu/tháng,80 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/c-m8-2-png-ngu-tang-cao-full-noi-that-cao-cap-co-o-xe-pr43942885,43942885
Cho thuê nhanh căn góc 2 phòng ngủ Ecogreen 73m2 giá chỉ 14tr/tháng,14 triệu/tháng,73 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/cho-nhanh-goc-2-phong-ngu-ecogreen-73m2-gia-chi-14tr-thang-pr43947315,43947315
Giỏ hàng cho thuê dự án Ecogreen Sài Gòn cập nhật tháng 09 chính chủ,13 triệu/tháng,60 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/gio-hang-chinh-chu-ky-gui-c-ecogreen-moi-nhat-thang-05-2025-pr42968989,42968989
"Cho thuê CC Eco Green Sài Gòn siêu đẹp giá cực chất 17 triệu, 73m2, 2PN, 2WC",17 triệu/tháng,73 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/cho-cc-sieu-dep-gia-cuc-chat-17-trieu-73m2-2pn-2wc-pr43639976,43639976
Cho thuê căn hộ 2PN 91m2 chỉ 26tr/th khu Midtown Phú Mỹ Hưng Quận 7,26 triệu/tháng,91 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phu-19-prj-midtown-phu-my-hung/c-2pn-91m2-khu-the-sympny-26tr-thang-pr43888783,43888783
"Urban Hill Q7 - 2PN tiện nghi, ban công thoáng, thuận tiện di chuyển RMIT/ Tôn Đức Thắng, giá 20 tr",20 triệu/tháng,75 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-phong-9-prj-urban-hill/nha-dep-full-noi-that-cho-tai-phu-my-hung-2pn-2wc-gia-chi-23-trieu-pr42919901,42919901
Cho thuê căn hộ chung cư Đức Khải Quận 7,8 triệu/tháng,67 m²,"Phú Mỹ, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-15b-phuong-phu-my-9-prj-the-era-town/c-duc-khai-quan-7-pr42511160,42511160
Cho thuê căn hộ Reverpak residence phú mỹ hưng dt 147m2 3pn Giá 35 triệu LH.0962 545 ***nam phong.,38 triệu/tháng,147 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-riverpark-residence/c-reverpak1-dien-tich-147m2-noi-that-day-du-day-du-tien-ich-gia-1-400-co-thu-pr43970218,43970218
"Cam kết giá chuẩn. Thuê Q7 Riverside 1PN 8.5tr NTCB có máy lạnh, full NT từ 10.5tr.0902 651 ***","8,5 triệu/tháng",55 m²,"Phú Thuận, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/-1pn-5tr-2pn-6tr-3pn-10tr-lh-0911850019-pr34973670,34973670
"Cho thuê căn hộ Sky Garden, full nội thất, view thoáng, giá cực tốt chỉ 11tr/tháng, LH:0914 358 ***",11 triệu/tháng,62 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-pham-van-nghi-phuong-tan-phong-9-prj-sky-garden-3/c-3-pmh-q7-nha-moi-view-tang-11tr-thang-lh-pr42263182,42263182
"Cho thuê căn hộ 2 phòng ngủ, 2WC, Eco Green Quận 7. Giá 15.5 triệu/tháng. 088887998","15,5 triệu/tháng",70 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/c-2-png-ngu-2wc-quan-7-gia-15-5-trieu-thang-088887998-pr43358003,43358003
Cho thuê căn hộ grand view Dt 140 m2 3 pn Giá 23 triệu.Liên hệ.0978 585 ***Mr Mạnh,23 triệu/tháng,140 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-grand-view/c-dt-140-m2-3-pn-gia-30-trieu-lien-he-mr-manh-pr43607139,43607139
"Giỏ hàng 2PN 2WC cho thuê T9/2025 - NTCB, full nội thất - giá thuê chỉ từ 13 triệu/tháng","13,5 triệu/tháng",66 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/gio-hang-cho-thang-07-2024-1pn-2pn-3pn-ntcb-full-noi-that-gia-chi-tu-13-5-trieu-thang-pr40457345,40457345
"Cho thuê 2PN 2WC giá 13 triệu, nhà sẵn máy lạnh, máy nước nóng, rèm cả nhà, tủ quần áo, bếp",13 triệu/tháng,66 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/cho-2pn2wc-gia-13-trieu-nha-san-may-lanh-may-nuoc-nong-rem-ca-nha-tu-quan-ao-bep-vv-pr43374049,43374049
"Giỏ hàng 3PN2WC cho thuê T9/2025 giá thuê chỉ từ 16tr/th NTCB, 18tr/th full nội thất, LH0905 111 ***",16 triệu/tháng,95 m²,"Tân Thuận Tây, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/gio-hang-3-phong-ngu-cho-t07-2024-gia-chi-tu-16trieu-ntcb-full-noi-that-pr40482809,40482809
Cho thuê căn hộ cao cấp Riverpark lầu 18 nhà mới đẹp,60 triệu/tháng,126 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-riverpark-residence/c-cao-cap-lau-18-nha-moi-dep-pr40929440,40929440
"Cho thuê căn hộ Riverpark Residence Phú Mỹ Hưng siêu đẹp, siêu mới siêu xịn",65 triệu/tháng,137 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-riverpark-residence/c-phu-my-hung-sieu-dep-sieu-moi-sieu-xin-pr40830749,40830749
"Cho thuê căn hộ cao cấp Riverpark Premier Phú Mỹ Hưng, Quận 7",60 triệu/tháng,"122,14 m²","Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-riverpark-premier/c-cao-cap-phu-my-hung-quan-7-pr43233803,43233803
"Cho thuê CH Cardinal Court, 25 triệu, 78m2, 2PN, 2WC, full nội thất",25 triệu/tháng,78 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-10-phuong-tan-phu-19-prj-cardinal-court/cho-ch-25-trieu-78m2-2pn-2wc-full-noi-that-pr43854415,43854415
"Cho thuê căn hộ Green Valley, Phú Mỹ Hưng, Q7. DT 127m², giá 27 triệu. LH E Mạnh.0909 297 ***",27 triệu/tháng,127 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-green-valley/c-my-hung-q7-dt-88m-gia-21-trieu-lh-e-manh-pr43258919,43258919
"Cho thuê Grand Court 2, PMH, Q7, DT 150m2, giá 28 triệu/th. LH Mạnh0909 297 ***. Căn góc",28 triệu/tháng,150 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-phuong-tan-phong-9-prj-garden-court-2/cho-grand-2-pmh-q7-dt-150m2-gia-28-trieu-th-lh-manh-goc-pr43154553,43154553
"Cho thuê căn hộ Green Valley, Phú Mỹ Hưng, Q7. DT 127m², giá 30 triệu. Lh E Mạnh.0909 297 ***",30 triệu/tháng,127 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-green-valley/c-my-hung-q7-dt-127m-gia-29-trieu-lh-e-manh-pr42984706,42984706
"Cần cho thuê CHCC Scenic Valley 80m2, 2 phòng ngủ. Gia chỉ 20 triệu. LH E Mạnh.0909 297 ***",20 triệu/tháng,80 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-scenic-valley-1/-cho-chcc-95m2-2-phong-ngu-gia-chi-24-trieu-lh-e-manh-pr41125354,41125354
"Cho thuê căn hộ Riverside PMH Quận 7, DT 85m2, 2PN giá 20 triệu view sông. LH Mạnh0909 297 ***",20 triệu/tháng,85 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-riverside-residence/c-pmh-quan-7-dt-80m2-2pn-gia-18-trieu-view-song-lh-manh-pr39476259,39476259
"Cho thuê CHCC Mỹ Phúc, PMH, Quận 7, DT 126m2, 3PN, Giá 21 tr/th: LH Mạnh0909 297 ***",21 triệu/tháng,126 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-my-phuc/cho-chcc-pmh-quan-7-dt-115m-3pn-2wc-noi-that-day-du-gia-18-trieu-pr37697304,37697304
"Cho thuê căn hộ cao cấp The Green View, PMH, Q7, DT 106m2, 3PN, giá 24 triệu, LH Mạnh,0909 297 ***",24 triệu/tháng,106 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-tan-phu-19-prj-green-view/c-cao-cap-the-pmh-q7-dt-118m2-3pn-gia-18-trieu-lh-manh-0909-297-271-pr34825001,34825001
"Cần cho thuê căn hộ Grand View A, B, PMH, Q7, giá 26 triệu/th, LH Mạnh:0909 297 ***0888 143 ***",26 triệu/tháng,118 m²,"Tân Phong, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-nguyen-duc-canh-phuong-tan-phong-9-prj-grand-view/-c-a-b-pmh-q7-gia-18-8-trieu-lh-manh-0909-297-271-0888143322-pr33853175,33853175
"Cho thuê gấp căn hộ Grand Court 1, PMH, Q7, giá 32 triệu. LH Mạnh0909 297 ***0888 143 ***",32 triệu/tháng,147 m²,"Tân Phú, Quận 7",https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phu-19-prj-garden-court-1/c-gap-grand-1-pmh-q7-gia-17-trieu-lh-manh-0909-297-271-0888143322-pr33024007,33024007
